Rok(y) podpory,Název žadatele,Název projektu,Oblast podpory,Poskytovatel dotace,Přidělená částka [Kč],Název výzvy;;;;
"2018,""Základní škola Ostrava, Gajdošova 9, příspěvková organizace"",Soutěžíme s Gajdošíkem,Oblast školství,Magistrát města Ostravy,50000,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018";;;;
"2018,""Mateřská škola Ostrava-Dubina, F.Formana 13, příspěvková organizace"",Cesta za duhou,Oblast školství,Magistrát města Ostravy,50000,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018";;;;
"2018,""Ateliér pro děti a mládež při Národním divadle moravskoslezském, spolek"",„Divadlo žije!“ - workshopy a doplňkové výukové programy pro děti a mládež,Oblast školství,Magistrát města Ostravy,40000,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018";;;;
"2018,""Aerobik FIT & FUN Ostrava, z.s."",Sportovní aerobik v Ostravě,Oblast tělovýchovy a sportu,Magistrát města Ostravy,30000,Program na podporu tělovýchovy a sportu z rozpočtu SMO";;;;
"2018,""PRAPOS, z.s."",START 2018,Oblast sociální péče,Magistrát města Ostravy,700000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti";;;;
"2018,""Střední škola stavební a dřevozpracující, Ostrava, příspěvková organizace"", Nástup 2018,Oblast prevence kriminality - osoby,Magistrát města Ostravy,170000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti";;;;
"2018,""Volejbalový klub Ostrava, z.s."",Celoroční volejbalové kroužky a družstva pro děti a mládež Ostravska ve VK Ostrava,Oblast tělovýchovy a sportu,Magistrát města Ostravy,200000,Program na podporu tělovýchovy a sportu z rozpočtu SMO";;;;
"2018,""ABAK-počítadlo, z.s."",Florbal vozíčkářů-ligová sezóna 2018/2019,Oblast tělovýchovy a sportu,Magistrát města Ostravy,50000,Program na podporu tělovýchovy a sportu z rozpočtu SMO";;;;
2018,HC VÍTKOVICE RIDERA a.s.,Podpora účasti klubu HC VÍTKOVICE RIDERA a.s. v Tipsport extralize ledního hokeje mužů - nejvyšší soutěži v ledním hokeji v České republice,Oblast významných sportovních klubů,Magistrát města Ostravy,0,Program na podporu Vrcholového sportu z rozpočtu SMO;;;;
"2018,""Středisko volného času, Ostrava - Moravská Ostrava, příspěvková organizace"",""""""NENUĎ SE, POZNEJ A TVOŘ"""""",Oblast školství,Magistrát města Ostravy,80000,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018";;;;
2018,Rodinné a komunitní centrum Chaloupka z.s.,KZ/PK Sportem proti nudě 2018,Oblast prevence kriminality - osoby,Magistrát města Ostravy,50000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti;;;;
"2018,""HC VÍTKOVICE RIDERA, spolek"",1.OSTRAVA CUP-7.ročník mezinárodního turnaje v ledním hokeji staršího dorostu 2. Mezinárodní turnaj v ledním hokeji mladšího dorostu o pohár statutárního města Ostravy,Oblast sportovních akcí,Magistrát města Ostravy,750000,Program na podporu tělovýchovy a sportu z rozpočtu SMO";;;;
"2018,""HC VÍTKOVICE RIDERA, spolek"",Sportovní příprava dětí a mládeže hokejového klubu HC VÍTKOVICE RIDERA směřující k uplatnění ve vrcholovém sportu (lední hokej) ,Oblast významných sportovních klubů,Magistrát města Ostravy,21000000,Program na podporu Vrcholového sportu z rozpočtu SMO";;;;
2018,Mgr. Jana Záchová,Práce s konfliktem pro rodiny s dětmi a seniory II.,Oblast rodinná politika,Magistrát města Ostravy,20000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti;;;;
"2018,""Armáda spásy v České republice, z. s."",Ordinace pro chudé,Oblast zdravotnictví,Magistrát města Ostravy,250000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti";;;;
"2018,""HC VÍTKOVICE RIDERA, spolek"",""Projekt hokejové akademie klubu HC VÍTKOVICE RIDERA-výchova talentované hokejové mládeže (mladší,starší dorost a junioři) s výhledem pro začlenění do """"A"""" mužstva klubu HC VÍTKOVICE RIDERA "",Oblast tělovýchovy a sportu,Magistrát města Ostravy,900000,Program na podporu tělovýchovy a sportu z rozpočtu SMO";;;;
"2018,Svaz tělesně postižených v České republice z.s. místní organizace Moravská Ostrava,""Aktivity místní org. STP Moravská Ostrava v sociální oblasti v kulturní, společenské i sportovní činnosti, včetně zájezdů"",Oblast podpora osob s handicapem,Magistrát města Ostravy,18000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti";;;;
"2018,""HC VÍTKOVICE RIDERA, spolek"",Celoroční systematická činnost registrovaných členů klubu HC VÍTKOVICE RIDERA od 4 do 21 let a vytvoření podmínek pro jejich účast v mistrovských soutěžích organizovaných Českým svazem ledního hokeje,Oblast tělovýchovy a sportu,Magistrát města Ostravy,450000,Program na podporu tělovýchovy a sportu z rozpočtu SMO";;;;
2018,FK Stará Bělá z.s.,Celoroční činnost mládeže FK Stará Bělá,Oblast tělovýchovy a sportu,Magistrát města Ostravy,157000,Program na podporu tělovýchovy a sportu z rozpočtu SMO;;;;
2018,Centrum pro rodinu a sociální péči z. s.,ŠKOLA OSOBNÍHO ŽIVOTA,Oblast prevence kriminality - osoby,Magistrát města Ostravy,80000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti;;;;
2018,Diecézní charita ostravsko-opavská,Horizont - středisko sociální aktivizace,Oblast sociální péče,Magistrát města Ostravy,300000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti;;;;
"2018,""Junák - český skaut, přístav Eskadra Ostrava, z. s."",Příměstský tábor s vodními skauty a den deskových her,Oblast volného času,Magistrát města Ostravy,25000,Program na poskytování peněžních prostředků  na podporu projektů v oblasti volný čas";;;;
2018,Diecézní charita ostravsko-opavská,Sociální rehabilitace,Oblast sociální péče,Magistrát města Ostravy,440000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti;;;;
"2018,""Renarkon, o. p. s."",Buď sám sebou,Oblast prevence kriminality - osoby,Magistrát města Ostravy,150000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti";;;;
2018,Český svaz Wa-te jitsu do a bojových umění z.s.,Reprezentace statutárního města Ostravy a ČSWABU na MS WTKA,Oblast sportovních akcí,Magistrát města Ostravy,0,Program na podporu tělovýchovy a sportu z rozpočtu SMO;;;;
"2018,""Základní škola a mateřská škola Ostrava-Hrabůvka, Mitušova 16, příspěvková organizace"",""MÁMO, TÁTO,  POJĎ SI SE MNOU HRÁT"",Oblast školství,Magistrát města Ostravy,70000,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018";;;;
"2018,""Renarkon, o. p. s."",Substituční léčba Suboxonem,Oblast protidrogové prevence,Magistrát města Ostravy,74000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti";;;;
"2018,""Mateřská škola Slezská Ostrava, Požární 8, příspěvková organizace"",Můj kouzelný svět,Oblast školství,Magistrát města Ostravy,50000,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018";;;;
"2018,""Renarkon, o. p. s."",Klub Absolvent,Oblast protidrogové prevence,Magistrát města Ostravy,50000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti";;;;
"2018,""Základní škola, Ostrava-Poruba, Ukrajinská 1533, příspěvková organizace"",""Kořeny, tradice, svátky, čtení a moderní svět"",Oblast školství,Magistrát města Ostravy,50000,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018";;;;
2018,Diecézní charita ostravsko-opavská,Otevřená budoucnost,Oblast sociální péče,Magistrát města Ostravy,400000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti;;;;
2018,Český svaz Wa-te jitsu do a bojových umění z.s.,Podpora pravidelné sportovní činnosti registrovaných dětí a mládeže a reprezentantů ČR Českého svazu Watejitsu,Oblast tělovýchovy a sportu,Magistrát města Ostravy,45000,Program na podporu tělovýchovy a sportu z rozpočtu SMO;;;;
"2018,""Středisko volného času, Ostrava – Zábřeh, příspěvková organizace"",Pravidelná činnost dětí ve volném čase,Oblast volného času,Magistrát města Ostravy,100000,Program na poskytování peněžních prostředků  na podporu projektů v oblasti volný čas";;;;
"2018,""Středisko volného času, Ostrava – Zábřeh, příspěvková organizace"",KVA/VČ Aktivní senior v každém věku,Oblast volného času,Magistrát města Ostravy,40000,Program na poskytování peněžních prostředků  na podporu projektů v oblasti volný čas";;;;
"2018,""Středisko volného času, Ostrava – Zábřeh, příspěvková organizace"",Aktivně a barevně po celý rok,Oblast volného času,Magistrát města Ostravy,20000,Program na poskytování peněžních prostředků  na podporu projektů v oblasti volný čas";;;;
2018,Prádelna PRAPOS s.r.o.,Zaměstnávání handicapovaných osob v chráněné dílně,Oblast podpora osob s handicapem,Magistrát města Ostravy,600000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti;;;;
"2018,""Středisko volného času, Ostrava – Zábřeh, příspěvková organizace"",Spolu,Oblast školství,Magistrát města Ostravy,110000,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018";;;;
"2018,""Středisko volného času, Ostrava – Zábřeh, příspěvková organizace"",Pojďme na to z vesela,Oblast školství,Magistrát města Ostravy,80000,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018";;;;
"2018,""Středisko volného času, Ostrava - Moravská Ostrava, příspěvková organizace"",""""""Babičko, dědečku - pojďme si hrát !"""""",Oblast volného času,Magistrát města Ostravy,50000,Program na poskytování peněžních prostředků  na podporu projektů v oblasti volný čas";;;;
"2018,""PANT, z.s."",Centrum PANT - vzdělávací akce pro žáky základních a středních škol v roce 2018,Oblast školství,Magistrát města Ostravy,40000,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018";;;;
"2018,""Mateřská škola Ostrava, Hornická 43A, příspěvková organizace"",NIkdo není sám,Oblast školství,Magistrát města Ostravy,50000,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018";;;;
"2018,""Bruslařský klub Ostrava, z.s."",Podpora sportovně talentované mládeže v rámci SCM krasobruslení Ostrava,Oblast tělovýchovy a sportu,Magistrát města Ostravy,130000,Program na podporu tělovýchovy a sportu z rozpočtu SMO";;;;
"2018,""Mateřská škola Slezská Ostrava, Komerční 22a, příspěvková organizace"",Školohrátky,Oblast školství,Magistrát města Ostravy,70000,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018";;;;
"2018,""PRAPOS, z.s."",Rekondiční a ozdravné pobyty,Oblast zdravotnictví,Magistrát města Ostravy,80000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti";;;;
"2018,""Mateřská škola, Ostrava-Poruba, Jana Šoupala 1611, příspěvková organizace"",Školka plná zábavy,Oblast školství,Magistrát města Ostravy,60000,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018";;;;
2018,Centrum volného času Směr o.s.,Stop nudě na sídlišti 2018.,Oblast prevence kriminality - osoby,Magistrát města Ostravy,190000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti;;;;
"2018,""PRAPOS, z.s."",Přeprava handicapovaných osob,Oblast podpora osob s handicapem,Magistrát města Ostravy,150000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti";;;;
"2018,""PRAPOS, z.s."",""Kulturní,společenské a sportovní aktivity handicapovaných osob"",Oblast podpora osob s handicapem,Magistrát města Ostravy,44000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti";;;;
"2018,""AHOL - Střední odborná škola, s.r.o."",AHOL AMAZING RACE 2018,Oblast školství,Magistrát města Ostravy,100000,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018";;;;
"2018,""Základní škola Ostrava-Radvanice, Vrchlického 5, příspěvková organizace"",Anglická knihovna"; Čteme pro radost; Vrchličácké zábavné a vědomostní dopoledne; Fantazie ze stavebnic; Objevujeme ping pong,Oblast školství,Magistrát města Ostravy,80000,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018
"2018,""SURVIVAL § KUNG FU CLUB KARVINÁ, z.s."",""Dragon Cup – Festival sportu, bojových umění a military"",Oblast sportovních akcí,Magistrát města Ostravy,0,Program na podporu tělovýchovy a sportu z rozpočtu SMO";;;;
"2018,""Základní škola, Ostrava-Hrabůvka, U Haldy 66, příspěvková organizace"",""Aktivní přístup k učení = rozvíjení schopností, dovedností a návyků žáků s hadicapem"",Oblast školství,Magistrát města Ostravy,60000,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018";;;;
"2018,""Bruslařský klub Ostrava, z.s."",Podpora pravidelné činnosti Bruslařského klubu Ostrava,Oblast tělovýchovy a sportu,Magistrát města Ostravy,140000,Program na podporu tělovýchovy a sportu z rozpočtu SMO";;;;
"2018,""Středisko volného času, Ostrava - Moravská Ostrava, příspěvková organizace"",""""""NEJSME DĚTI ULICE 2018"""" - podpora příměstské činnosti v rámci prevence závadového chování"",Oblast volného času,Magistrát města Ostravy,80000,Program na poskytování peněžních prostředků  na podporu projektů v oblasti volný čas";;;;
