id,name,proposer,status,category,district,year,budget,image,detail,longitude,latitude,ObjectId,x,y
1411,"Vytipování míst pro MVN, tůně či mokřad",Jana Konečná,nevítězný,Zeleň,Brno-Kohoutovice,2020,190000,https://paro.damenavas.cz/images/project/1411/1aeec08dd3844db0c4e7.jpg?v=2025-09-16+15%3A10%3A54,https://paro.damenavas.cz/project/1411,16.5354475786944,49.199349379669,551,1840717.60449913,6308754.75538466
1418,Stromová kaple a háj v Medlánkách,Kateřina  Žůrková,nevítězný,Zeleň,Brno-Medlánky,2020,2150000,https://paro.damenavas.cz/images/project/1418/29c7fd4e08911804f10d.jpg?v=2025-09-16+15%3A10%3A55,https://paro.damenavas.cz/project/1418,16.5622656755642,49.2482389098164,552,1843702.98138672,6317087.79278785
1423,Oživme park na Šujanově náměstí,Nikola Linhartová,nevítězný,Zeleň,Brno-střed,2020,3000000,https://paro.damenavas.cz/images/project/1423/a7234c322d4675202adc.jpg?v=2025-09-16+15%3A10%3A54,https://paro.damenavas.cz/project/1423,16.6199710254437,49.1888348702514,553,1850126.71155135,6306963.67313811
1428,JEHNICKÉ HŘIŠŤÁTKO NEJEN PRO JEHNIČÁKY,Pavlína Puklová,nevítězný,Sport,Brno-Jehnice,2020,775000,https://paro.damenavas.cz/images/project/1428/9b72c075364f50ba0ddc.jpg?v=2025-09-16+15%3A10%3A55,https://paro.damenavas.cz/project/1428,16.6027403894609,49.2713964159248,554,1848208.6059277,6321037.78300394
1432,Lavičky v parku u konečné na Haškově,Petr Lacman,nevítězný,Zeleň,Brno-sever,2020,340000,https://paro.damenavas.cz/images/project/1432/9643b01be2255d2bc7ef.jpg?v=2025-09-16+15%3A10%3A55,https://paro.damenavas.cz/project/1432,16.6233305613357,49.2334892058433,555,1850500.69337616,6314572.89235396
1434,"Kamenná - odpočinek, atrakce, kultivace",Radim Horák,nevítězný,Jiné,Brno-střed,2020,2999666,https://paro.damenavas.cz/images/project/1434/44f9b0af611d218ed4d3.jpg?v=2025-09-16+15%3A10%3A55,https://paro.damenavas.cz/project/1434,16.5884348685826,49.1848262675206,556,1846616.122628,6306280.9324493
1436,Velkomoravská knihovna,Robert Keprt,nevítězný,Vzdělání,Brno,2020,3000000,https://paro.damenavas.cz/images/project/1436/cd0eb0db459c14815e0e.jpg?v=2025-09-16+15%3A10%3A55,https://paro.damenavas.cz/project/1436,16.6083100432967,49.1949744319926,557,1848828.61695659,6308009.46360876
1438,Cestujeme do zakázaného světa: knihami,Robert Keprt,nevítězný,Jiné,Brno,2020,3000000,https://paro.damenavas.cz/images/project/1438/fa4116642524979a08ce.jpg?v=2025-09-16+15%3A10%3A55,https://paro.damenavas.cz/project/1438,16.6083100432967,49.1949744319926,558,1848828.61695659,6308009.46360876
1441,Mobilní kluziště ve Slatině,Michael Kolařík,nevítězný,Sport,Brno-Slatina,2020,3000000,https://paro.damenavas.cz/images/project/1441/cd7c2f8a034257b58d7d.jpg?v=2025-09-16+15%3A10%3A55,https://paro.damenavas.cz/project/1441,16.6854270202157,49.1810859954094,559,1857413.23955873,6305643.94340593
1449,Parkovací domy ve Slatině (PD),Filip  Feik,nevítězný,Doprava,Brno-Slatina,2020,3000000,https://paro.damenavas.cz/images/project/1449/352aa3119f95e190b8d3.jpg?v=2025-09-16+15%3A10%3A55,https://paro.damenavas.cz/project/1449,16.690020086121,49.1804034657421,560,1857924.5373165,6305527.71001986
