Odbor,Odbor SML,Oddělení,D-P,oPar,Pol,Nas,Zdr,ÚZ,ORJ,ORG,Typ položky,Organizace,Název ORG,Skutečnost 2018,Skutečnost 2019,Schválený 2020,Upravený k 30.9.2020,Skutečnost k 30.9.2020,Návrh 2021,fond,Název fondu
1,Odbor kontroly a interního auditu,10000,B,6171,5136,,,,1,20001000000,"Knihy, učební pomůcky a tisk ",SML,"Knihy, učební pomůcky a tisk",6572,5375,9000,9000,2555,8000,0,bez fondu
1,Odbor kontroly a interního auditu,10000,B,6171,5166,,,,1,20005000000,"Konzultační, poradenské a právní služby",SML,"Konzultační, poradenské a právní služby",900,900,1000,1500,1500,1500,0,bez fondu
1,Odbor kontroly a interního auditu,10000,B,6171,5173,,,,1,20002000000,Cestovné (tuzemské i zahraniční),SML,Cestovné (tuzemské i zahraniční),12577,14220,20000,17500,6645,13500,0,bez fondu
1,Odbor kontroly a interního auditu,10000,B,6171,5179,,,,1,20031000000,Ostatní nákupy j.n,SML,Poskytnuté neinvestiční příspěvky a náhrady,,5000,5000,5000,5000,5000,0,bez fondu
1,Odbor kontroly a interního auditu,10000,B,6171,5192,,,,1,20031000000,Poskytnuté náhrady,SML,Poskytnuté neinvestiční příspěvky a náhrady,5000,,,,,,0,bez fondu
2,Kancelář primátora ,20000,B,2143,5169,,,,1,20038000000,Nákup ostatních služeb ,SML,Služby - výstavy a výzdoby,33704,30478,40000,20000,,30000,0,bez fondu
2,Kancelář primátora ,20000,B,3113,5331,,,,1,20503000000,Neinvestiční příspěvky zřízeným příspěvkovým organ,SML,Neinvpříspěvky zřízeným PO,10000,,,,,,0,bez fondu
2,Kancelář primátora ,20000,B,3311,5221,,,,1,20350000000,Neinvestiční transf.obecně prospěšným společnostem,SML,"Neinvtransffundacím,ústavům a OPS",10000,10000,,,,,0,bez fondu
2,Kancelář primátora ,20000,B,3311,5222,,,,1,20025000000,Neinvestiční transfery spolkům,SML,Neinvestiční transfery spolkům,,,200000,29900,,,0,bez fondu
2,Kancelář primátora ,20000,B,3319,5169,,,,1,21202000000,Nákup ostatních služeb ,SML,Ples primátora,295349,,200000,0,,,0,bez fondu
2,Kancelář primátora ,20000,B,3319,5213,,,,1,20506000000,Neinv.transfery nefin.podnik.subjektům-práv.osobám,SML,Neinvestiční transfery nefin podnikat subjektům,10000,6000,,,,,0,bez fondu
2,Kancelář primátora ,20000,B,3319,5221,,,,1,20350000000,Neinvestiční transf.obecně prospěšným společnostem,SML,"Neinvtransffundacím,ústavům a OPS",,,0,20000,20000,,0,bez fondu
2,Kancelář primátora ,20000,B,3319,5222,,,,1,20025000000,Neinvestiční transfery spolkům,SML,Neinvestiční transfery spolkům,5000,,0,20000,20000,,0,bez fondu
2,Kancelář primátora ,20000,B,3319,5229,,,,1,20510000000,Ostatní neinv.transfery nezisk.a podob.organizacím,SML,Ostatní neinv transfery nezisk org,5000,5000,0,10000,10000,,0,bez fondu
2,Kancelář primátora ,20000,B,3319,5492,,,,1,21098000000,Dary obyvatelstvu,SML,Dary obyvatelstvu,,10000,0,10000,10000,,0,bez fondu
2,Kancelář primátora ,20000,B,3349,5139,,,,1,21063000000,Nákup materiálu j.n,SML,Liberecký zpravodaj,867244,1005106,980000,980000,608849,1050000,0,bez fondu
2,Kancelář primátora ,20000,B,3349,5169,,,,1,20304000000,Nákup ostatních služeb ,SML,Liberecký zpravodaj – roznáška,454765,546092,600000,600000,397225,560000,0,bez fondu
2,Kancelář primátora ,20000,B,3349,5169,,,,1,21218000000,Nákup ostatních služeb ,SML,Liberecký zpravodaj – korektury,23520,21100,23000,23000,12180,30000,0,bez fondu
2,Kancelář primátora ,20000,B,3399,5212,,,,1,20505000000,Neinv.transfery nefin.podnik.subjektům-fyz.osobám,SML,Neinvtransfpodniksubj-FO,,5000,,,,,0,bez fondu
2,Kancelář primátora ,20000,B,3419,5221,,,,1,20350000000,Neinvestiční transf.obecně prospěšným společnostem,SML,"Neinvtransffundacím,ústavům a OPS",10000,5000,0,15000,15000,,0,bez fondu
2,Kancelář primátora ,20000,B,3419,5222,,,,1,20025000000,Neinvestiční transfery spolkům,SML,Neinvestiční transfery spolkům,15000,10000,0,10000,10000,200000,0,bez fondu
2,Kancelář primátora ,20000,B,3419,5229,,,,1,20510000000,Ostatní neinv.transfery nezisk.a podob.organizacím,SML,Ostatní neinv transfery nezisk org,10000,,,,,,0,bez fondu
2,Kancelář primátora ,20000,B,3419,5339,,,,1,20509000000,Neinvestiční transfery cizím příspěvkovým organ.,SML,Neinv transfery  cizím PO,5000,5000,0,5000,5000,,0,bez fondu
2,Kancelář primátora ,20000,B,3419,5492,,,,1,21098000000,Dary obyvatelstvu,SML,Dary obyvatelstvu,,35000,,,,,0,bez fondu
2,Kancelář primátora ,20000,B,3419,5492,,,,1,21237000000,Dary obyvatelstvu,SML,Finanční dar,,,0,20000,20000,,0,bez fondu
2,Kancelář primátora ,20000,B,3429,5222,,,,1,20025000000,Neinvestiční transfery spolkům,SML,Neinvestiční transfery spolkům,35000,24000,0,5000,5000,,0,bez fondu
2,Kancelář primátora ,20000,B,3900,5222,,,,1,20025000000,Neinvestiční transfery spolkům,SML,Neinvestiční transfery spolkům,,20000,0,40000,40000,,0,bez fondu
2,Kancelář primátora ,20000,B,3900,5492,,,,1,21098000000,Dary obyvatelstvu,SML,Dary obyvatelstvu,,,0,10100,10100,,0,bez fondu
2,Kancelář primátora ,20000,B,4341,5492,,,,1,21098000000,Dary obyvatelstvu,SML,Dary obyvatelstvu,,20000,,,,,0,bez fondu
2,Kancelář primátora ,20000,B,4349,5221,,,,1,20350000000,Neinvestiční transf.obecně prospěšným společnostem,SML,"Neinvtransffundacím,ústavům a OPS",,,0,5000,5000,,0,bez fondu
2,Kancelář primátora ,20000,B,4378,5221,,,,1,20350000000,Neinvestiční transf.obecně prospěšným společnostem,SML,"Neinvtransffundacím,ústavům a OPS",52395,,,,,,0,bez fondu
2,Kancelář primátora ,20000,B,5512,5222,,,,1,20025000000,Neinvestiční transfery spolkům,SML,Neinvestiční transfery spolkům,10000,,,,,,0,bez fondu
2,Kancelář primátora ,20000,B,6112,5173,,,,1,20002000000,Cestovné (tuzemské i zahraniční),SML,Cestovné (tuzemské i zahraniční),,1538,10000,10000,,10000,0,bez fondu
2,Kancelář primátora ,20000,B,6171,5041,,,,1,20887000000,Povinné pojistné na úrazové pojištění,SML,Autorská odměna,27461,,30000,30000,,30000,0,bez fondu
2,Kancelář primátora ,20000,B,6171,5137,,,,1,20003000000,Drobný hmotný dlouhodobý majetek,SML,Drobný hmotný dlouhodobý majetek,,7865,,,,,0,bez fondu
2,Kancelář primátora ,20000,B,6171,5139,,,,1,20004000000,Nákup materiálu j.n,SML,Nákup materiálu jinde nezařazený,254566,202947,190000,290000,191409,350000,0,bez fondu
2,Kancelář primátora ,20000,B,6171,5139,,,,1,20039000000,Nákup materiálu j.n,SML,Partnerská města,,,,,,8000,0,bez fondu
2,Kancelář primátora ,20000,B,6171,5154,,,,1,20039000000,Elektrická energie,SML,Partnerská města,,,100000,0,,,0,bez fondu
2,Kancelář primátora ,20000,B,6171,5164,,,,1,20021000000,Nájemné,SML,Nájemné,27840,29440,50000,40000,,30000,0,bez fondu
2,Kancelář primátora ,20000,B,6171,5164,,,,1,20039000000,Nájemné,SML,Partnerská města,,,,,,70000,0,bez fondu
2,Kancelář primátora ,20000,B,6171,5166,,,,1,20005000000,"Konzultační, poradenské a právní služby",SML,"Konzultační, poradenské a právní služby",3630,51425,35000,65000,,50000,0,bez fondu
2,Kancelář primátora ,20000,B,6171,5168,,,,1,20235000000,Zpracování dat a služby souv. s inf. a kom.technol,SML,Služby zpracování dat,,465,,,,,0,bez fondu
2,Kancelář primátora ,20000,B,6171,5169,,,,1,20006000000,Nákup ostatních služeb ,SML,Nákup ostatních služeb,231518,923415,440000,439000,359203,350000,0,bez fondu
2,Kancelář primátora ,20000,B,6171,5169,,,,1,20035000000,Nákup ostatních služeb ,SML,Služby - inzerce,83490,,25000,25000,,20000,0,bez fondu
2,Kancelář primátora ,20000,B,6171,5169,,,,1,20037000000,Nákup ostatních služeb ,SML,Služby - monitoring,153912,153912,160000,160000,116830,160000,0,bez fondu
2,Kancelář primátora ,20000,B,6171,5169,,,,1,20039000000,Nákup ostatních služeb ,SML,Partnerská města,,94051,,,,176000,0,bez fondu
2,Kancelář primátora ,20000,B,6171,5169,,,,1,20297000000,Nákup ostatních služeb ,SML,Skybox-provoz,36300,36300,40000,40000,36300,39000,0,bez fondu
2,Kancelář primátora ,20000,B,6171,5169,,,,1,21783000000,Nákup ostatních služeb ,SML,Liberecký magazín,,,720000,720000,580800,700000,0,bez fondu
2,Kancelář primátora ,20000,B,6171,5169,,,,1,21798000000,Nákup ostatních služeb ,SML,Nákup ostatních služeb - participativní rozpočet,,,150000,150000,72600,40000,0,bez fondu
2,Kancelář primátora ,20000,B,6171,5173,,,,1,20002000000,Cestovné (tuzemské i zahraniční),SML,Cestovné (tuzemské i zahraniční),37015,122781,80000,80000,16339,50000,0,bez fondu
2,Kancelář primátora ,20000,B,6171,5173,,,,1,20039000000,Cestovné (tuzemské i zahraniční),SML,Partnerská města,,,,,,8000,0,bez fondu
2,Kancelář primátora ,20000,B,6171,5175,,,,1,20008000000,Pohoštění,SML,Pohoštění,756684,765882,850000,760000,284000,750000,0,bez fondu
2,Kancelář primátora ,20000,B,6171,5175,,,,1,20039000000,Pohoštění,SML,Partnerská města,,,,,,80000,0,bez fondu
2,Kancelář primátora ,20000,B,6171,5194,,,,1,20039000000,Věcné dary,SML,Partnerská města,,,,,,8000,0,bez fondu
2,Kancelář primátora ,20000,B,6171,5194,,,,1,20040000000,Věcné dary,SML,Věcné dary,54680,167149,70000,110000,93182,90000,0,bez fondu
2,Kancelář primátora ,20000,B,6171,5365,,,,1,21825000000,"Platby daní a poplatků krajům, obcím a státním fondům",SML,"Správní poplatky kont míst, kterými jsou obce a",,,0,1000,1000,1000,0,bez fondu
2,Kancelář primátora ,20000,B,6171,5901,,,,1,21799000000,Nespecifikované rezervy,SML,Výdaje na participativní rozpočet,,,5000000,4000000,,1500000,0,bez fondu
3,Odbor právní a veřejných zakázek,30000,B,6171,5136,,,,1,20001000000,"Knihy, učební pomůcky a tisk ",SML,"Knihy, učební pomůcky a tisk",11295,4759,10000,10000,506,10000,0,bez fondu
3,Odbor právní a veřejných zakázek,30000,B,6171,5166,,,,1,20005000000,"Konzultační, poradenské a právní služby",SML,"Konzultační, poradenské a právní služby",496988,1113078,1175000,1874500,966669,1800000,0,bez fondu
3,Odbor právní a veřejných zakázek,30000,B,6171,5169,,,,1,20041000000,Nákup ostatních služeb ,SML,Služby - inzerce poplatky za zveřejnění,26103,20990,,,,,0,bez fondu
3,Odbor právní a veřejných zakázek,30000,B,6171,5173,,,,1,20002000000,Cestovné (tuzemské i zahraniční),SML,Cestovné (tuzemské i zahraniční),9683,4351,20000,20000,1102,10000,0,bez fondu
3,Odbor právní a veřejných zakázek,30000,B,6171,5192,,,,1,20042000000,Poskytnuté náhrady,SML,Náhrady za náklady soudního řízení,43000,41483,300000,300000,49535,300000,0,bez fondu
3,Odbor právní a veřejných zakázek,30000,B,6171,5362,,,,1,20032000000,Platby daní a poplatků státnímu rozpočtu,SML,Platby daní a poplatků státnímu rozpočtu,500,,,,,,0,bez fondu
3,Odbor právní a veřejných zakázek,30000,B,6171,5363,,,,1,20212000000,Úhrady sankcí jiným rozpočtům,SML,Úhrady sankcí jiným rozpočtům,,3977964,200000,200000,,180000,0,bez fondu
3,Odbor právní a veřejných zakázek,30000,B,6171,5365,,,,1,21154000000,"Platby daní a poplatků krajům, obcím a státním fondům",SML,"Platby daní a poplatků krajům, obcím a státním fon",,,0,500,500,,0,bez fondu
3,Odbor právní a veřejných zakázek,30000,K,6409,6201,,,,30,21172000000,Nákup akcií,Krajská nemocnice Liberec a.s.,Nákup majetkových podílů KNL (dobrovolný peněžitý,11500000,11500000,11500000,11500000,11500000,11500000,0,bez fondu
15,Odbor územního plánování,150000,B,3635,5164,,,,1,20021000000,Nájemné,SML,Nájemné,14883,,15000,15000,,15000,0,bez fondu
15,Odbor územního plánování,150000,B,3635,5166,,,,1,20745000000,"Konzultační, poradenské a právní služby",SML,Studie,49610,166372,500000,500000,86031,250000,0,bez fondu
15,Odbor územního plánování,150000,B,3635,5168,,,,1,20235000000,Zpracování dat a služby souv. s inf. a kom.technol,SML,Služby zpracování dat,1210,43076,1500,55500,52998,15000,0,bez fondu
15,Odbor územního plánování,150000,B,3635,5168,,,,1,20267000000,Zpracování dat a služby souv. s inf. a kom.technol,SML,Digitálně technmapa města-účast na projektech,484000,484000,484000,484000,363000,484000,0,bez fondu
15,Odbor územního plánování,150000,B,3635,5169,,,,1,20006000000,Nákup ostatních služeb ,SML,Nákup ostatních služeb,73379,,240762,28762,1258,459314,0,bez fondu
15,Odbor územního plánování,150000,B,3635,5169,,,,1,20268000000,Nákup ostatních služeb ,SML,Územně analytické podklady,,,600000,978040,,800000,0,bez fondu
15,Odbor územního plánování,150000,B,3635,5169,,,,1,21800000000,Nákup ostatních služeb ,SML,Nákup ostatních služeb -Sčítání dopravy,,,430000,0,,150000,0,bez fondu
15,Odbor územního plánování,150000,B,3635,5172,,,,1,20136000000,Programové vybavení ,SML,Programové vybavení,9680,,20000,20000,,20000,0,bez fondu
15,Odbor územního plánování,150000,B,3635,5173,,,,1,20002000000,Cestovné (tuzemské i zahraniční),SML,Cestovné (tuzemské i zahraniční),10795,28086,20000,20000,5510,20000,0,bez fondu
15,Odbor územního plánování,150000,B,3635,5175,,,,1,20008000000,Pohoštění,SML,Pohoštění,,,5000,5000,,,0,bez fondu
15,Odbor územního plánování,150000,B,6171,5132,,,,1,20020000000,Ochranné pomůcky,SML,Ochranné pomůcky,,,7000,7000,3900,,0,bez fondu
15,Odbor územního plánování,150000,B,6171,5136,,,,1,20001000000,"Knihy, učební pomůcky a tisk ",SML,"Knihy, učební pomůcky a tisk",4732,,5000,5000,250,5000,0,bez fondu
15,Odbor územního plánování,150000,B,6171,5139,,,,1,20004000000,Nákup materiálu j.n,SML,Nákup materiálu jinde nezařazený,48278,,5000,5000,928,25000,0,bez fondu
15,Odbor územního plánování,150000,B,6171,5166,,,,1,20005000000,"Konzultační, poradenské a právní služby",SML,"Konzultační, poradenské a právní služby",36068,15481,50000,400000,108335,150000,0,bez fondu
15,Odbor územního plánování,150000,B,6171,5171,,,,1,20007000000,Opravy a udržování,SML,Opravy a udržování,400,,,,,,0,bez fondu
15,Odbor územního plánování,150000,K,2212,6121,,,,1,21240000000,"Budovy, haly, stavby",SML,Cyklotrasa Barvířská - Hrazená,181863,,615346,1230692,,615346,0,bez fondu
15,Odbor územního plánování,150000,K,2212,6121,,,,1,21241000000,"Budovy, haly, stavby",SML,Cyklotrasa Košická - Čechova-PD,,,296813,383626,,296813,0,bez fondu
15,Odbor územního plánování,150000,K,2212,6121,,,,1,21603000000,"Budovy, haly, stavby",SML,Cyklotrasa Čechova-Poštovní nám-PD,,,276727,553454,,276727,0,bez fondu
15,Odbor územního plánování,150000,K,2212,6121,,,,1,21801000000,"Budovy, haly, stavby",SML,PD propustek pod železniční tratí Stará Paka – Lib,,,800000,900000,12000,800000,0,bez fondu
15,Odbor územního plánování,150000,K,3635,6119,,,,1,20271000000,Ostatní nákupy dlouhodobého nehmotného majetku,SML,Návrh územního plánu města Liberec,968000,,4000000,1500000,,3650000,0,bez fondu
15,Odbor územního plánování,150000,K,3635,6119,,,,1,20274000000,Ostatní nákupy dlouhodobého nehmotného majetku,SML,DNM – platný územní plán,308350,188080,1700000,1100000,167890,900000,0,bez fondu
15,Odbor územního plánování,150000,K,3635,6119,,,,1,20275000000,Ostatní nákupy dlouhodobého nehmotného majetku,SML,DNM – územní studie lokalit,,,600000,400000,179080,800000,0,bez fondu
15,Odbor územního plánování,150000,K,3635,6119,,,,1,21311000000,Ostatní nákupy dlouhodobého nehmotného majetku,SML,Dlouhodobý nehmotný majetek - hydrogeologická stud,254100,,,,,,0,bez fondu
15,Odbor územního plánování,150000,K,3635,6119,,,,1,21401000000,Ostatní nákupy dlouhodobého nehmotného majetku,SML,Územní studie krajiny pro SO ORP Liberec,1903330,263175,,,,,0,bez fondu
15,Odbor územního plánování,150000,K,3635,6119,,,,1,21401004000,Ostatní nákupy dlouhodobého nehmotného majetku,SML,Územní studie krajiny pro SO ORP Liberec-předf,,43560,,,,,0,bez fondu
15,Odbor územního plánování,150000,K,3635,6119,107,1,17968,1,21401000000,Ostatní nákupy dlouhodobého nehmotného majetku,SML,Územní studie krajiny pro SO ORP Liberec,,147378,,,,,0,bez fondu
15,Odbor územního plánování,150000,K,3635,6119,107,5,17969,1,21401000000,Ostatní nákupy dlouhodobého nehmotného majetku,SML,Územní studie krajiny pro SO ORP Liberec,,2177637,,,,,0,bez fondu
15,Odbor územního plánování,150000,K,3635,6122,,,,1,21785000000,"Stroje, přístroje, zařízení",SML,Přístroj – GPS,,259424,0,140000,,,0,bez fondu
19,Odbor kancelář architektury města,190000,B,2212,5166,,,,1,20005000000,"Konzultační, poradenské a právní služby",SML,"Konzultační, poradenské a právní služby",,147870,0,4550,4550,50000,0,bez fondu
19,Odbor kancelář architektury města,190000,B,2212,5169,,,,1,20058000000,Nákup ostatních služeb ,SML,Projektová dokumentace neinvestičních akcí - komun,,,0,238150,18150,200000,0,bez fondu
19,Odbor kancelář architektury města,190000,B,3632,5166,,,,1,20005000000,"Konzultační, poradenské a právní služby",SML,"Konzultační, poradenské a právní služby",,49000,,,,,0,bez fondu
19,Odbor kancelář architektury města,190000,B,3635,5164,,,,1,20021000000,Nájemné,SML,Nájemné,,,10000,0,,,0,bez fondu
19,Odbor kancelář architektury města,190000,B,3635,5166,,,,1,20745000000,"Konzultační, poradenské a právní služby",SML,Studie,,,200000,0,,50000,0,bez fondu
19,Odbor kancelář architektury města,190000,B,3635,5168,,,,1,20235000000,Zpracování dat a služby souv. s inf. a kom.technol,SML,Služby zpracování dat,,,5000,581,,,0,bez fondu
19,Odbor kancelář architektury města,190000,B,3635,5169,,,,1,20006000000,Nákup ostatních služeb ,SML,Nákup ostatních služeb,,,60000,0,,,0,bez fondu
19,Odbor kancelář architektury města,190000,B,3635,5173,,,,1,20002000000,Cestovné (tuzemské i zahraniční),SML,Cestovné (tuzemské i zahraniční),,,40000,0,,50000,0,bez fondu
19,Odbor kancelář architektury města,190000,B,3635,5175,,,,1,20008000000,Pohoštění,SML,Pohoštění,,,12000,0,,,0,bez fondu
19,Odbor kancelář architektury města,190000,B,3635,5332,,,,1,20264000000,Neinvestiční příspěvky zřízeným příspěvkovým organ,SML,Příprava projektů,,,0,129000,40000,,0,bez fondu
19,Odbor kancelář architektury města,190000,B,3639,5166,,,,1,20005000000,"Konzultační, poradenské a právní služby",SML,"Konzultační, poradenské a právní služby",,,0,48000,48000,,0,bez fondu
19,Odbor kancelář architektury města,190000,B,3639,5169,,,,1,20006000000,Nákup ostatních služeb ,SML,Nákup ostatních služeb,,76593,,,,,0,bez fondu
19,Odbor kancelář architektury města,190000,B,3639,5169,,,,1,20264000000,Nákup ostatních služeb ,SML,Příprava projektů,,,150000,63283,63283,,0,bez fondu
19,Odbor kancelář architektury města,190000,B,3639,5173,,,,1,21716000000,Cestovné (tuzemské i zahraniční),SML,Zvýšení bezpečnosti dopravy - Tržní nám,,1972,,,,,0,bez fondu
19,Odbor kancelář architektury města,190000,B,3745,5169,,,,1,21839000000,Nákup ostatních služeb ,SML,Jánská –retence vody-vytv zasaktrval záhonů,,,0,181500,11000,,0,bez fondu
19,Odbor kancelář architektury města,190000,B,3792,5123,,,,1,21581000000,Podlimitní technické zhodnocení,SML,Projekt sdílených kol,,,0,38962,38962,,0,bez fondu
19,Odbor kancelář architektury města,190000,B,6171,5136,,,,1,20001000000,"Knihy, učební pomůcky a tisk ",SML,"Knihy, učební pomůcky a tisk",,,10000,5510,,,0,bez fondu
19,Odbor kancelář architektury města,190000,B,6171,5139,,,,1,20004000000,Nákup materiálu j.n,SML,Nákup materiálu jinde nezařazený,,,5331,5406,5405,,0,bez fondu
19,Odbor kancelář architektury města,190000,B,6171,5139,,,,1,21791000000,Nákup materiálu j.n,SML,Manuál veřejného prostoru,,,0,3157,,,0,bez fondu
19,Odbor kancelář architektury města,190000,B,6171,5166,,,,1,20005000000,"Konzultační, poradenské a právní služby",SML,"Konzultační, poradenské a právní služby",,115100,115000,9740,9740,40000,0,bez fondu
19,Odbor kancelář architektury města,190000,B,6171,5169,,,,1,21791000000,Nákup ostatních služeb ,SML,Manuál veřejného prostoru,,,0,176992,39000,115000,0,bez fondu
19,Odbor kancelář architektury města,190000,B,6171,5175,,,,1,20008000000,Pohoštění,SML,Pohoštění,,5094,,,,5000,0,bez fondu
19,Odbor kancelář architektury města,190000,B,6171,5176,,,,1,20254000000,Účastnické poplatky na konference,SML,Účastnické poplatky na konferenci,,,0,2500,,,0,bez fondu
19,Odbor kancelář architektury města,190000,K,2212,6121,,,,1,21488000000,"Budovy, haly, stavby",SML,Nová Pastýrská - oprava komunikace,,,0,597740,500940,,0,bez fondu
19,Odbor kancelář architektury města,190000,K,2212,6121,,,,1,21489000000,"Budovy, haly, stavby",SML,Zvýšení bezpečnosti dopravy Vítězná II etapa,,,0,485000,,,0,bez fondu
19,Odbor kancelář architektury města,190000,K,2212,6121,,,,1,21802000000,"Budovy, haly, stavby",SML,PD investičních akcí  spojených s výstavbou CUM KNL LIBEREC,,,1399101,101,,2000000,0,bez fondu
19,Odbor kancelář architektury města,190000,K,2212,6121,,,,1,21870000000,"Budovy, haly, stavby",SML,"Dobudování městského okruhu -Budyšínská,Durychova",,,0,249000,59290,,0,bez fondu
19,Odbor kancelář architektury města,190000,K,2219,6121,,,,1,21872000000,"Budovy, haly, stavby",SML,Bezpečná doprava - parkoviště Pastýřská,,,0,100000,92565,,0,bez fondu
19,Odbor kancelář architektury města,190000,K,3635,6119,,,,1,21665000000,Ostatní nákupy dlouhodobého nehmotného majetku,SML,Ostatní nákup dlouhodobého nehmotného majetku,,337590,,,,,0,bez fondu
19,Odbor kancelář architektury města,190000,K,3639,6119,,,,1,21782000000,Ostatní nákupy dlouhodobého nehmotného majetku,SML,Liberecká náplavka,,,0,270000,,,0,bez fondu
19,Odbor kancelář architektury města,190000,K,3639,6119,,,,1,21790000000,Ostatní nákupy dlouhodobého nehmotného majetku,SML,Otevř.soutěž o návrhu architekt. řešení Šaldova nám.,,,0,200000,,,0,bez fondu
19,Odbor kancelář architektury města,190000,K,3639,6119,,,,1,21791000000,Ostatní nákupy dlouhodobého nehmotného majetku,SML,Manuál veřejného prostoru,,,0,150000,,,0,bez fondu
19,Odbor kancelář architektury města,190000,K,3639,6121,,,,1,21240000000,"Budovy, haly, stavby",SML,"Cyklotrasa Barvířská,Hrazená",,,0,47500,47500,,0,bez fondu
19,Odbor kancelář architektury města,190000,K,3639,6121,,,,1,21716000000,"Budovy, haly, stavby",SML,Zvýšení bezpečnosti dopravy,,52600,0,1683350,295600,1082950,0,bez fondu
19,Odbor kancelář architektury města,190000,K,3639,6121,,,,1,21782000000,"Budovy, haly, stavby",SML,Liberecká náplavka,,,0,665500,665500,1627450,0,bez fondu
19,Odbor kancelář architektury města,190000,K,3639,6121,,,,1,21806000000,"Budovy, haly, stavby",SML,"Architektonické, urbanistické soutěže",,,1600000,78460,,,0,bez fondu
19,Odbor kancelář architektury města,190000,K,3639,6121,,,,1,21807000000,"Budovy, haly, stavby",SML,PD inv. akcí spojeným s řeš. protipovodňových opatření,,,760000,191800,,,0,bez fondu
19,Odbor kancelář architektury města,190000,K,3639,6121,,,,1,21808000000,"Budovy, haly, stavby",SML,"PD menších investičních akcí - parky, revitalizace sídlišť",,,300000,58650,,,0,bez fondu
19,Odbor kancelář architektury města,190000,K,6171,6121,,,,1,21420000000,"Budovy, haly, stavby",SML,Uran - rekonstrukce pláště,,247696,0,48400,48400,,0,bez fondu
19,Odbor kancelář architektury města,190000,K,6171,6121,,,,1,21867000000,"Budovy, haly, stavby",SML,Domov pro seniory Liberec,,,0,150000,,,0,bez fondu
1000,Městská policie ,10000000,B,5213,5132,,,,1,20020000000,Ochranné pomůcky,SML,Ochranné pomůcky,,,0,190000,101247,190000,0,bez fondu
1000,Městská policie ,10000000,B,5213,5137,,,,1,20003000000,Drobný hmotný dlouhodobý majetek,SML,Drobný hmotný dlouhodobý majetek,,,0,50000,16880,50000,0,bez fondu
1000,Městská policie ,10000000,B,5213,5169,,,,1,20006000000,Nákup ostatních služeb ,SML,Nákup ostatních služeb,,,0,25000,11434,50000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5011,,,,1,20009000000,Platy zaměst. v pr.poměru vyjma zaměst. na služ.m.,SML,Platy zaměstnanců v pracovním poměru,39931755,43684756,49593000,49443000,31179394,49493000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5021,,,,1,20010000000,Ostatní osobní výdaje,SML,Ostatní osobní výdaje,40105,51995,306000,306000,34650,306000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5029,,,,1,00xxxxx00,Odstupné,SML,Odchodné,,,,,,100000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5031,,,,1,20011000000,Povinné poj.na soc.zab.a přísp.na st.pol.zaměstnanosti,SML,Povinné pojistné na sociální zabezpečení,9975693,10896910,12398500,12398500,7695803,12398500,0,bez fondu
1000,Městská policie ,10000000,B,5311,5032,,,,1,20012000000,Povinné poj.na veřejné zdravotní pojištění,SML,Povinné pojistné na veřejné zdravotní pojištění,3591256,3939628,4463500,4463500,2792843,4463500,0,bez fondu
1000,Městská policie ,10000000,B,5311,5038,,,,1,20013000000,Povinné pojistné na úrazové pojištění,SML,Ostatní povinné pojistné hrazené zaměstnavatelem,164613,179017,220000,220000,147567,220000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5123,,,,1,21578000000,Podlimitní technické zhodnocení,SML,Podlimitní technické zhodnocení,,9269,10000,10000,5627,10000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5131,,,,1,20125000000,Potraviny,SML,Nákup nápojů (podle zákoníku práce),5635,6057,14000,14000,3686,14000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5132,,,,1,20020000000,Ochranné pomůcky,SML,Ochranné pomůcky,4658,7595,10000,105000,82694,105000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5133,,,,1,20896000000,Léky a zdravotnický materiál ,SML,Léky a zdravotnický materiál,1902,1125,5000,5000,748,5000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5134,,,,1,20014000000,"Prádlo, oděv a obuv",SML,"Prádlo, oděv a obuv",602309,862225,1555000,980000,543813,780000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5136,,,,1,20001000000,"Knihy, učební pomůcky a tisk ",SML,"Knihy, učební pomůcky a tisk",9766,11678,14000,19000,13856,14000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5137,,,,1,20003000000,Drobný hmotný dlouhodobý majetek,SML,Drobný hmotný dlouhodobý majetek,468023,954318,700000,274500,112748,336500,0,bez fondu
1000,Městská policie ,10000000,B,5311,5139,,,,1,20004000000,Nákup materiálu j.n,SML,Nákup materiálu jinde nezařazený,504252,373964,543000,398000,224137,398000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5139,,,,1,20126000000,Nákup materiálu j.n,SML,Nákup materiálu - projekty prevence kriminality,108163,81772,237000,0,,187000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5151,,,,1,20015000000,Studená voda,SML,Studená voda,9109,4724,10000,10000,3689,10000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5152,,,,1,20016000000,Teplo,SML,Teplo,24097,23020,31000,31000,16490,31000,0,bez fondu
