Odbor,Odbor SML,Oddělení,D-P,oPar,Pol,Nas,Zdr,ÚZ,ORJ,ORG,Typ položky,Organizace,Název ORG,Skutečnost 2018,Skutečnost 2019,Schválený 2020,Upravený k 30.9.2020,Skutečnost k 30.9.2020,Návrh 2021,fond,Název fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5222,,,,1,21835002900,Neinvestiční transfery spolkům,SML,Férové školy v Liberci II- nepřímé náklady,,,0,67371,67371,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5222,103,1,33063,1,21310002800,Neinvestiční transfery spolkům,SML,Férové školy v Liberci –přímé náklady,,154671,0,106476,106476,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5222,103,1,33063,1,21310002900,Neinvestiční transfery spolkům,SML,Férové školy v Liberci –nepřímé náklady,,27832,0,19160,19159,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5222,103,1,33063,1,21835002800,Neinvestiční transfery spolkům,SML,Férové školy v Liberci II- přímé náklady,,,0,1000749,1000749,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5222,103,1,33063,1,21835002900,Neinvestiční transfery spolkům,SML,Férové školy v Liberci II- nepřímé náklady,,,0,134741,134741,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5222,103,5,33063,1,21310002800,Neinvestiční transfery spolkům,SML,Férové školy v Liberci –přímé náklady,,1314707,0,905053,905052,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5222,103,5,33063,1,21310002900,Neinvestiční transfery spolkům,SML,Férové školy v Liberci –nepřímé náklady,,236570,0,162856,162856,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5222,103,5,33063,1,21835002800,Neinvestiční transfery spolkům,SML,Férové školy v Liberci II- přímé náklady,,,0,8506369,8506369,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5222,103,5,33063,1,21835002900,Neinvestiční transfery spolkům,SML,Férové školy v Liberci II- nepřímé náklady,,,0,1145298,1145298,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5229,,,,1,20510000000,Ostatní neinv.transfery nezisk.a podob.organizacím,SML,Ostatní neinv transfery nezisk org,5000,,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5331,,,,8,21310002800,Neinvestiční příspěvky zřízeným příspěvkovým organ,Komunitní středisko Kontakt,Férové školy v Liberci –přímé náklady,,13248,0,1983,1983,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5331,,,,8,21310002900,Neinvestiční příspěvky zřízeným příspěvkovým organ,Komunitní středisko Kontakt,Férové školy v Liberci –nepřímé náklady,,2384,0,357,357,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5331,,,,8,21835002800,Neinvestiční příspěvky zřízeným příspěvkovým organ,Komunitní středisko Kontakt,Férové školy v Liberci II- přímé náklady,,,0,9848,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5331,,,,8,21835002900,Neinvestiční příspěvky zřízeným příspěvkovým organ,Komunitní středisko Kontakt,Férové školy v Liberci II- nepřímé náklady,,,0,882,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5331,,,,110,21185002800,Neinvestiční příspěvky zřízeným příspěvkovým organ,MŠ Klášterní,Vzdělávejme společně děti předškolního v Liberci –,,3740,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5331,,,,127,21185002800,Neinvestiční příspěvky zřízeným příspěvkovým organ,MŠ Stromovka,Vzdělávejme společně děti předškolního v Liberci –,,1600,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5331,,,,199,21310002800,Neinvestiční příspěvky zřízeným příspěvkovým organ,DDM Větrník,Férové školy v Liberci –přímé náklady,,52475,0,7640,7640,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5331,,,,199,21310002900,Neinvestiční příspěvky zřízeným příspěvkovým organ,DDM Větrník,Férové školy v Liberci –nepřímé náklady,,9442,0,1375,1375,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5331,,,,199,21835002800,Neinvestiční příspěvky zřízeným příspěvkovým organ,DDM Větrník,Férové školy v Liberci II- přímé náklady,,,0,45623,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5331,,,,199,21835002900,Neinvestiční příspěvky zřízeným příspěvkovým organ,DDM Větrník,Férové školy v Liberci II- nepřímé náklady,,,0,5481,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5331,,,,201,21185002800,Neinvestiční příspěvky zřízeným příspěvkovým organ,ZŠ Barvířská,Vzdělávejme společně děti předškolního v Liberci –,,832,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5331,103,1,33063,8,21310002800,Neinvestiční příspěvky zřízeným příspěvkovým organ,Komunitní středisko Kontakt,Férové školy v Liberci –přímé náklady,,9384,0,6460,6459,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5331,103,1,33063,8,21310002900,Neinvestiční příspěvky zřízeným příspěvkovým organ,Komunitní středisko Kontakt,Férové školy v Liberci –nepřímé náklady,,1689,0,1163,1162,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5331,103,1,33063,8,21835002800,Neinvestiční příspěvky zřízeným příspěvkovým organ,Komunitní středisko Kontakt,Férové školy v Liberci II- přímé náklady,,,0,19696,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5331,103,1,33063,8,21835002900,Neinvestiční příspěvky zřízeným příspěvkovým organ,Komunitní středisko Kontakt,Férové školy v Liberci II- nepřímé náklady,,,0,1764,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5331,103,1,33063,110,21185002800,Neinvestiční příspěvky zřízeným příspěvkovým organ,MŠ Klášterní,Vzdělávejme společně děti předškolního v Liberci –,,7479,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5331,103,1,33063,127,21185002800,Neinvestiční příspěvky zřízeným příspěvkovým organ,MŠ Stromovka,Vzdělávejme společně děti předškolního v Liberci –,,3199,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5331,103,1,33063,199,21310002800,Neinvestiční příspěvky zřízeným příspěvkovým organ,DDM Větrník,Férové školy v Liberci –přímé náklady,,37170,0,25587,25587,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5331,103,1,33063,199,21310002900,Neinvestiční příspěvky zřízeným příspěvkovým organ,DDM Větrník,Férové školy v Liberci –nepřímé náklady,,6688,0,4605,4604,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5331,103,1,33063,199,21835002800,Neinvestiční příspěvky zřízeným příspěvkovým organ,DDM Větrník,Férové školy v Liberci II- přímé náklady,,,0,91246,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5331,103,1,33063,199,21835002900,Neinvestiční příspěvky zřízeným příspěvkovým organ,DDM Větrník,Férové školy v Liberci II- nepřímé náklady,,,0,10962,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5331,103,1,33063,201,21185002800,Neinvestiční příspěvky zřízeným příspěvkovým organ,ZŠ Barvířská,Vzdělávejme společně děti předškolního v Liberci –,,1664,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5331,103,5,33063,8,21310002800,Neinvestiční příspěvky zřízeným příspěvkovým organ,Komunitní středisko Kontakt,Férové školy v Liberci –přímé náklady,,79765,0,55757,55757,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5331,103,5,33063,8,21310002900,Neinvestiční příspěvky zřízeným příspěvkovým organ,Komunitní středisko Kontakt,Férové školy v Liberci –nepřímé náklady,,13353,0,10033,10033,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5331,103,5,33063,8,21835002800,Neinvestiční příspěvky zřízeným příspěvkovým organ,Komunitní středisko Kontakt,Férové školy v Liberci II- přímé náklady,,,0,167414,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5331,103,5,33063,8,21835002900,Neinvestiční příspěvky zřízeným příspěvkovým organ,Komunitní středisko Kontakt,Férové školy v Liberci II- nepřímé náklady,,,0,15000,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5331,103,5,33063,110,21185002800,Neinvestiční příspěvky zřízeným příspěvkovým organ,MŠ Klášterní,Vzdělávejme společně děti předškolního v Liberci –,,63562,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5331,103,5,33063,127,21185002800,Neinvestiční příspěvky zřízeným příspěvkovým organ,MŠ Stromovka,Vzdělávejme společně děti předškolního v Liberci –,,27187,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5331,103,5,33063,199,21310002800,Neinvestiční příspěvky zřízeným příspěvkovým organ,DDM Větrník,Férové školy v Liberci –přímé náklady,,315944,0,217498,217497,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5331,103,5,33063,199,21310002900,Neinvestiční příspěvky zřízeným příspěvkovým organ,DDM Větrník,Férové školy v Liberci –nepřímé náklady,,56851,0,39137,39137,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5331,103,5,33063,199,21835002800,Neinvestiční příspěvky zřízeným příspěvkovým organ,DDM Větrník,Férové školy v Liberci II- přímé náklady,,,0,775596,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5331,103,5,33063,199,21835002900,Neinvestiční příspěvky zřízeným příspěvkovým organ,DDM Větrník,Férové školy v Liberci II- nepřímé náklady,,,0,93177,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5331,103,5,33063,201,21185002800,Neinvestiční příspěvky zřízeným příspěvkovým organ,ZŠ Barvířská,Vzdělávejme společně děti předškolního v Liberci –,,14136,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5332,103,5,33063,1,21185002800,Neinvestiční příspěvky zřízeným příspěvkovým organ,SML,Vzdělávejme společně děti předškolního v Liberci –,,,0,2491,2491,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5332,103,5,33063,1,21185002900,Neinvestiční příspěvky zřízeným příspěvkovým organ,SML,Vzdělávejme společně děti předškolního v Liberci –,,,0,449,448,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5333,,,,1,21185002800,"Neinv.transf.škol.práv.osob.zř.státem,kr. a obcemi",SML,Vzdělávejme společně děti předškolního v Liberci –,,5634,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5333,,,,1,21185002900,"Neinv.transf.škol.práv.osob.zř.státem,kr. a obcemi",SML,Vzdělávejme společně děti předškolního v Liberci –,,1014,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5333,103,1,33063,1,21185002800,"Neinv.transf.škol.práv.osob.zř.státem,kr. a obcemi",SML,Vzdělávejme společně děti předškolního v Liberci –,,11268,0,0,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5333,103,1,33063,1,21185002900,"Neinv.transf.škol.práv.osob.zř.státem,kr. a obcemi",SML,Vzdělávejme společně děti předškolního v Liberci –,,2028,0,514,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5333,103,5,33063,1,21185002800,"Neinv.transf.škol.práv.osob.zř.státem,kr. a obcemi",SML,Vzdělávejme společně děti předškolního v Liberci –,,95778,0,4361,0,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3299,5333,103,5,33063,1,21185002900,"Neinv.transf.škol.práv.osob.zř.státem,kr. a obcemi",SML,Vzdělávejme společně děti předškolního v Liberci –,,17240,0,0,0,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3311,5331,,,,4,20026000000,Neinvestiční příspěvky zřízeným příspěvkovým organ,Divadlo F. X. Šaldy,Neinvestiční příspěvky zřízeným PO - provoz,106061861,110426111,110426111,110426111,83806525,110426111,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3311,5331,,,,4,20028000000,Neinvestiční příspěvky zřízeným příspěvkovým organ,Divadlo F. X. Šaldy,Neinvestiční příspěvky zřízeným PO - odpisy,3085794,3241560,3278594,3299791,2458944,4202835,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3311,5331,,,,4,20347000000,Neinvestiční příspěvky zřízeným příspěvkovým organ,Divadlo F. X. Šaldy,Neinvestiční příspěvky zřízeným PO - Mládež a kult,156000,156000,156000,156000,156000,156000,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3311,5331,,,,4,21546000000,Neinvestiční příspěvky zřízeným příspěvkovým organ,Divadlo F. X. Šaldy,Příspěvek účelový-GDPR,23000,,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3311,5331,,,,5,20026000000,Neinvestiční příspěvky zřízeným příspěvkovým organ,Naivní divadlo,Neinvestiční příspěvky zřízeným PO - provoz,14206945,14962672,14993672,14993672,11245248,14993672,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3311,5331,,,,5,20028000000,Neinvestiční příspěvky zřízeným příspěvkovým organ,Naivní divadlo,Neinvestiční příspěvky zřízeným PO - odpisy,493055,537328,564419,564419,423306,552750,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3311,5331,,,,5,20923000000,Neinvestiční příspěvky zřízeným příspěvkovým organ,Naivní divadlo,Naivní divadlo – Mateřinka,,1000000,,,,1000000,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3311,5331,,,,5,21546000000,Neinvestiční příspěvky zřízeným příspěvkovým organ,Naivní divadlo,Příspěvek účelový-GDPR,23000,,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3311,5336,,,,4,20935000000,Neinvest.transfery zřízeným příspěvkovým organizacím,Divadlo F. X. Šaldy,Dotace KÚ – projekty,1400000,1400000,0,1463000,1463000,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3311,5336,,,,4,21664000000,Neinvest.transfery zřízeným příspěvkovým organizacím,Divadlo F. X. Šaldy,Dotace KÚ -  nákup židlí,,1000000,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3311,5336,,,,5,20935000000,Neinvest.transfery zřízeným příspěvkovým organizacím,Naivní divadlo,Dotace KÚ – projekty,680000,730000,0,652500,652500,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3311,5336,,,17051,4,21537000000,Neinvest.transfery zřízeným příspěvkovým organizacím,Divadlo F. X. Šaldy,Dotace MMR-Mezinárodní spolupráce divadel,52474,58156,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3311,5336,,,34070,4,21005000000,Neinvest.transfery zřízeným příspěvkovým organizacím,Divadlo F. X. Šaldy,Dotace MK - Projekty,,200000,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3311,5336,,,34070,4,21269000000,Neinvest.transfery zřízeným příspěvkovým organizacím,Divadlo F. X. Šaldy,Dotace MK - Festival současného divadla,80000,110000,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3311,5336,,,34070,5,20948000000,Neinvest.transfery zřízeným příspěvkovým organizacím,Naivní divadlo,"Dotace MK – „Mateřinka""",,700000,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3311,5336,,,34070,5,21005000000,Neinvest.transfery zřízeným příspěvkovým organizacím,Naivní divadlo,Dotace MK - Projekty,188000,,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3311,5336,,,34352,4,20785000000,Neinvest.transfery zřízeným příspěvkovým organizacím,Divadlo F. X. Šaldy,Dotace MK-Divadelní činnost,10700000,11000000,0,12200000,12200000,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3311,5336,,,34352,5,20785000000,Neinvest.transfery zřízeným příspěvkovým organizacím,Naivní divadlo,Dotace MK-Divadelní činnost,1900000,2600000,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3399,5175,,,,1,20343000000,Pohoštění,SML,Pohoštění - akce komise pro občanské obřady …,33773,41911,34000,31500,8795,34000,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3399,5194,,,,1,20344000000,Věcné dary,SML,Věcné dary - komise pro občanské obřady a záležito,270165,302186,300000,300000,170267,300000,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3421,5331,,,,199,20026000000,Neinvestiční příspěvky zřízeným příspěvkovým organ,DDM Větrník,Neinvestiční příspěvky zřízeným PO - provoz,4690999,4740999,5090618,3817964,3022552,4700000,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3421,5331,,,,199,20028000000,Neinvestiční příspěvky zřízeným příspěvkovým organ,DDM Větrník,Neinvestiční příspěvky zřízeným PO - odpisy,277569,317857,322380,327349,246132,327329,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3421,5331,,,,199,21259000000,Neinvestiční příspěvky zřízeným příspěvkovým organ,DDM Větrník,Ekologická výchova - Sběrný dvorek,60000,60000,60000,60000,45000,60000,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3421,5331,,,,199,21423000000,Neinvestiční příspěvky zřízeným příspěvkovým organ,DDM Větrník,Parlament mladých,60000,30000,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3421,5331,,,,199,21465000000,Neinvestiční příspěvky zřízeným příspěvkovým organ,DDM Větrník,Mimořádné aktivity škol,,71256,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3421,5331,,,,199,21546000000,Neinvestiční příspěvky zřízeným příspěvkovým organ,DDM Větrník,Příspěvek účelový-GDPR,21600,,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3421,5336,,,,199,20935000000,Neinvest.transfery zřízeným příspěvkovým organizacím,DDM Větrník,Dotace KÚ – projekty,165000,210400,0,112000,112000,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3421,5336,,,34070,199,21005000000,Neinvest.transfery zřízeným příspěvkovým organizacím,DDM Větrník,Dotace MK - Projekty,15000,15000,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3421,5336,103,1,33063,199,21182000000,Neinvest.transfery zřízeným příspěvkovým organizacím,DDM Větrník,Dotace MŠMT - Rovný přístup ke vzdělání,,366506,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3421,5336,103,5,33063,199,21182000000,Neinvest.transfery zřízeným příspěvkovým organizacím,DDM Větrník,Dotace MŠMT - Rovný přístup ke vzdělání,,2076868,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3741,5331,,,,2,20026000000,Neinvestiční příspěvky zřízeným příspěvkovým organ,Botanická zahrada,Neinvestiční příspěvky zřízeným PO - provoz,12369384,13371000,13371000,13371000,10028250,13371000,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3741,5331,,,,2,20028000000,Neinvestiční příspěvky zřízeným příspěvkovým organ,Botanická zahrada,Neinvestiční příspěvky zřízeným PO - odpisy,3160616,3229821,3287944,3287944,2465955,3292656,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3741,5331,,,,3,20026000000,Neinvestiční příspěvky zřízeným příspěvkovým organ,Zoologická zahrada,Neinvestiční příspěvky zřízeným PO - provoz,45857128,49195867,49195867,49195867,36896895,49195867,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3741,5331,,,,3,20028000000,Neinvestiční příspěvky zřízeným příspěvkovým organ,Zoologická zahrada,Neinvestiční příspěvky zřízeným PO - odpisy,10986005,11466136,11629665,11629665,8722242,11780375,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3741,5331,,,,3,21546000000,Neinvestiční příspěvky zřízeným příspěvkovým organ,Zoologická zahrada,Příspěvek účelový-GDPR,23000,,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3741,5336,,,,2,21647000000,Neinvest.transfery zřízeným příspěvkovým organizacím,Botanická zahrada,Dotace KÚ - Botanická zahrada,200000,200000,0,180000,180000,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3741,5336,,,,3,20935000000,Neinvest.transfery zřízeným příspěvkovým organizacím,Zoologická zahrada,Dotace KÚ – projekty,1500000,1818239,0,1575000,1575000,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3741,5336,,,,3,21645000000,Neinvest.transfery zřízeným příspěvkovým organizacím,Zoologická zahrada,Dotace KÚ - Prostředí vychovává aneb další krok ke,34880,,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3741,5336,,,,3,21658000000,Neinvest.transfery zřízeným příspěvkovým organizacím,Zoologická zahrada,Dotace KÚ - Personální posílení záchranné stanice,94000,,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3741,5336,,,,3,21659000000,Neinvest.transfery zřízeným příspěvkovým organizacím,Zoologická zahrada,Dotace KÚ Podpora škol zapojených do progr EKOŠKO,30000,,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3741,5336,,,,3,21660000000,Neinvest.transfery zřízeným příspěvkovým organizacím,Zoologická zahrada,Dotace KÚ-Dotace KÚ - Podpora sítě škol MRKEV,120000,120000,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3741,5336,,,,3,21661000000,Neinvest.transfery zřízeným příspěvkovým organizacím,Zoologická zahrada,Dotace KÚ- Specializační studium pro koordinátory,104000,,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3741,5336,,,,3,21662000000,Neinvest.transfery zřízeným příspěvkovým organizacím,Zoologická zahrada,Dotace KÚ-Můj průvodce po ZOO -Dobrodružství z poz,100000,,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3741,5336,,,15065,3,20853000000,Neinvest.transfery zřízeným příspěvkovým organizacím,Zoologická zahrada,Dotace MŽP-příspěvek zoologickým zahradám,1019450,1039162,0,1117946,1117946,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,3741,5336,,,15091,3,20901000000,Neinvest.transfery zřízeným příspěvkovým organizacím,Zoologická zahrada,Dotace MŽP-Program péče o krajinu,18948,8993,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,6171,5136,,,,1,20001000000,"Knihy, učební pomůcky a tisk ",SML,"Knihy, učební pomůcky a tisk",5031,7919,4000,4000,2915,4000,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,6171,5139,,,,1,20004000000,Nákup materiálu j.n,SML,Nákup materiálu jinde nezařazený,319,17724,10000,1171600,283,10000,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,6171,5151,,,,1,20015000000,Studená voda,SML,Studená voda,28233,,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,6171,5162,,,,1,20024000000,Služby elektronických komunikací ,SML,Služby telekomunikací a radiokomunikací,,,0,540,539,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,6171,5164,,,,1,20021000000,Nájemné,SML,Nájemné,8000,2045,0,2500,1065,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,6171,5168,,,,1,20235000000,Zpracování dat a služby souv. s inf. a kom.technol,SML,Služby zpracování dat,,60500,1000,1000,,1000,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,6171,5169,,,,1,20006000000,Nákup ostatních služeb ,SML,Nákup ostatních služeb,86420,82773,65000,192175,53919,65000,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,6171,5169,,,,1,20035000000,Nákup ostatních služeb ,SML,Služby - inzerce,,,0,15285,14885,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,6171,5173,,,,1,20002000000,Cestovné (tuzemské i zahraniční),SML,Cestovné (tuzemské i zahraniční),11622,7258,6000,6000,,6000,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,6171,5175,,,,1,20008000000,Pohoštění,SML,Pohoštění,20970,7163,3000,10000,1988,3000,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,6171,5194,,,,1,20331000000,Věcné dary,SML,"Květiny - jubilea (ředitelé škol), akce dětí",1605,7449,15000,15000,2499,15000,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,6171,5362,,,,1,20336000000,Platby daní a poplatků státnímu rozpočtu,SML,Zápis příspěvkových organizací do obchodního rejst,,,10000,10000,,10000,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,6223,5542,,,,1,20191000000, Členské příspěvky mezinárodním nevládním organizacím,SML,"Členské příspěvky - Euroregion Nisa, AVIAMA",38310,38783,45000,45000,38288,45000,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,6409,5901,,,,1,21465000000,Nespecifikované rezervy,SML,Mimořádné aktivity škol,,,1000000,76152,,1000000,0,bez fondu
17,Odbor školství a sociálních věcí,170039,B,6409,5901,,,,1,21811000000,Nespecifikované rezervy,SML,Nadační fond LISTEM,,,600000,0,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,K,3111,6351,,,,100,21094000000,Investiční transfery zřízeným příspěvkovým organizacím,MŠ Beruška,Investiční příspěvek zřízeným PO,,225000,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,K,3111,6351,,,,101,21094000000,Investiční transfery zřízeným příspěvkovým organizacím,MŠ Čtyřlístek,Investiční příspěvek zřízeným PO,,60000,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,K,3111,6351,,,,102,21094000000,Investiční transfery zřízeným příspěvkovým organizacím,MŠ Delfínek,Investiční příspěvek zřízeným PO,,136000,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,K,3111,6351,,,,107,21094000000,Investiční transfery zřízeným příspěvkovým organizacím,MŠ Jeřmanická,Investiční příspěvek zřízeným PO,,,0,71687,62403,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,K,3111,6351,,,,109,21094000000,Investiční transfery zřízeným příspěvkovým organizacím,MŠ Kamarád,Investiční příspěvek zřízeným PO,138500,,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,K,3111,6351,,,,110,21094000000,Investiční transfery zřízeným příspěvkovým organizacím,MŠ Klášterní,Investiční příspěvek zřízeným PO,,,0,48699,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,K,3111,6351,,,,111,21094000000,Investiční transfery zřízeným příspěvkovým organizacím,MŠ Klíček,Investiční příspěvek zřízeným PO,,296296,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,K,3111,6351,,,,112,21094000000,Investiční transfery zřízeným příspěvkovým organizacím,MŠ Klubíčko,Investiční příspěvek zřízeným PO,,,0,27709,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,K,3111,6351,,,,116,21094000000,Investiční transfery zřízeným příspěvkovým organizacím,MŠ Matoušova,Investiční příspěvek zřízeným PO,42000,,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,K,3111,6351,,,,119,21094000000,Investiční transfery zřízeným příspěvkovým organizacím,MŠ Pod Ještědem,Investiční příspěvek zřízeným PO,,70785,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,K,3111,6351,,,,121,21094000000,Investiční transfery zřízeným příspěvkovým organizacím,MŠ Pramínek,Investiční příspěvek zřízeným PO,,308913,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,K,3111,6351,,,,124,21094000000,Investiční transfery zřízeným příspěvkovým organizacím,MŠ Sedmikráska,Investiční příspěvek zřízeným PO,75955,19393,,,,,0,bez fondu
17,Odbor školství a sociálních věcí,170039,K,3111,6351,,,,125,21094000000,Investiční transfery zřízeným příspěvkovým organizacím,MŠ Sluníčko,Investiční příspěvek zřízeným PO,90000,,0,65125,65125,,0,bez fondu
