rok;mc_ic;mc_nazev;odpa;pol;uz;nazev_odpa;nazev_pol;nazev_zdroj;rozpocet_schvaleny;rozpocet_upraveny;cerpani;
2025;00240192;HMP-MČ PRAHA 20;006330;5347;000000081;Převody vlastním fondům v rozpočtech územní úrovně;Neinv.přev.mezi stat.mě.vč.hl.m.Prahy a jejich m.o;Hlavní město Praha;0.00;9591.00;0.00;
2025;00240192;HMP-MČ PRAHA 20;006330;5347;000000115;Převody vlastním fondům v rozpočtech územní úrovně;Neinv.přev.mezi stat.mě.vč.hl.m.Prahy a jejich m.o;Hlavní město Praha;0.00;958.00;0.00;
2025;00240192;HMP-MČ PRAHA 20;006330;6363;000000012;Převody vlastním fondům v rozpočtech územní úrovně;Inv.přev.mezi stat.měs.vč.hl.m.Prahy a jejich m.o.;Hlavní město Praha;0.00;30000.00;0.00;
2025;00240923;HMP-MČ PRAHA 21;006330;5347;000000000;Převody vlastním fondům v rozpočtech územní úrovně;Neinv.přev.mezi stat.mě.vč.hl.m.Prahy a jejich m.o;Hlavní město Praha;95589.00;95589.00;21129.30;
2025;00240923;HMP-MČ PRAHA 21;006330;5347;000000115;Převody vlastním fondům v rozpočtech územní úrovně;Neinv.přev.mezi stat.mě.vč.hl.m.Prahy a jejich m.o;Hlavní město Praha;0.00;599.00;0.00;
2025;00240915;HMP-MČ PRAHA 22;006330;4137;000098348;Převody vlastním fondům v rozpočtech územní úrovně;Neinv.přev.mezi stat.mě.vč.hl.m.Prahy a jejich m.o;Státní rozpočet;0.00;0.00;38.75;
2025;00240915;HMP-MČ PRAHA 22;006330;4251;000000008;Převody vlastním fondům v rozpočtech územní úrovně;Inv.přev.mezi stat.měst.vč.hl.m.Prahy a jejich m.o;Hlavní město Praha;3077.60;3077.60;0.00;
2025;00240915;HMP-MČ PRAHA 22;006330;5347;000000000;Převody vlastním fondům v rozpočtech územní úrovně;Neinv.přev.mezi stat.mě.vč.hl.m.Prahy a jejich m.o;Hlavní město Praha;118668.80;118668.80;26538.90;
2025;00240915;HMP-MČ PRAHA 22;006330;5347;000000115;Převody vlastním fondům v rozpočtech územní úrovně;Neinv.přev.mezi stat.mě.vč.hl.m.Prahy a jejich m.o;Hlavní město Praha;0.00;596.00;0.00;
2025;00240044;HMP-MČ BĚCHOVICE;006330;4251;000000008;Převody vlastním fondům v rozpočtech územní úrovně;Inv.přev.mezi stat.měst.vč.hl.m.Prahy a jejich m.o;Hlavní město Praha;909.60;909.60;0.00;
2025;00240044;HMP-MČ BĚCHOVICE;006330;5347;000000000;Převody vlastním fondům v rozpočtech územní úrovně;Neinv.přev.mezi stat.mě.vč.hl.m.Prahy a jejich m.o;Hlavní město Praha;18269.00;18269.00;4553.90;
2025;00240052;HMP-MČ BENICE;006330;5347;000000000;Převody vlastním fondům v rozpočtech územní úrovně;Neinv.přev.mezi stat.mě.vč.hl.m.Prahy a jejich m.o;Hlavní město Praha;5105.00;5105.00;1271.90;
2025;00240109;HMP-MČ BŘEZINĚVES;006330;4251;000000008;Převody vlastním fondům v rozpočtech územní úrovně;Inv.přev.mezi stat.měst.vč.hl.m.Prahy a jejich m.o;Hlavní město Praha;1400.00;1400.00;0.00;
2025;00240109;HMP-MČ BŘEZINĚVES;006330;5347;000000000;Převody vlastním fondům v rozpočtech územní úrovně;Neinv.přev.mezi stat.mě.vč.hl.m.Prahy a jejich m.o;Hlavní město Praha;27877.10;27877.10;3287.60;
2025;00240109;HMP-MČ BŘEZINĚVES;006330;5347;000000115;Převody vlastním fondům v rozpočtech územní úrovně;Neinv.přev.mezi stat.mě.vč.hl.m.Prahy a jejich m.o;Hlavní město Praha;0.00;358.00;0.00;
2025;00231291;HMP-MČ ČAKOVICE;006330;4137;000098193;Převody vlastním fondům v rozpočtech územní úrovně;Neinv.přev.mezi stat.mě.vč.hl.m.Prahy a jejich m.o;Státní rozpočet;0.00;0.00;61.83;
2025;00231291;HMP-MČ ČAKOVICE;006330;4137;000098348;Převody vlastním fondům v rozpočtech územní úrovně;Neinv.přev.mezi stat.mě.vč.hl.m.Prahy a jejich m.o;Státní rozpočet;0.00;0.00;40.30;
2025;00231291;HMP-MČ ČAKOVICE;006330;4251;000000008;Převody vlastním fondům v rozpočtech územní úrovně;Inv.přev.mezi stat.měst.vč.hl.m.Prahy a jejich m.o;Hlavní město Praha;7000.00;7000.00;0.00;
2025;00231291;HMP-MČ ČAKOVICE;006330;5347;000000000;Převody vlastním fondům v rozpočtech územní úrovně;Neinv.přev.mezi stat.mě.vč.hl.m.Prahy a jejich m.o;Hlavní město Praha;88445.80;88445.80;22046.40;
2025;00231266;HMP-MČ ĎÁBLICE;006330;5347;000000000;Převody vlastním fondům v rozpočtech územní úrovně;Neinv.přev.mezi stat.mě.vč.hl.m.Prahy a jejich m.o;Hlavní město Praha;42562.10;42562.10;6948.70;
2025;00231274;HMP-MČ DOLNÍ CHABRY;006330;4251;000000008;Převody vlastním fondům v rozpočtech územní úrovně;Inv.přev.mezi stat.měst.vč.hl.m.Prahy a jejich m.o;Hlavní město Praha;1500.00;1500.00;0.00;
2025;00231274;HMP-MČ DOLNÍ CHABRY;006330;5347;000000000;Převody vlastním fondům v rozpočtech územní úrovně;Neinv.přev.mezi stat.mě.vč.hl.m.Prahy a jejich m.o;Hlavní město Praha;36520.40;36520.40;8975.60;
2025;00231347;HMP-MČ DOLNÍ MĚCHOLUPY;006330;5347;000000000;Převody vlastním fondům v rozpočtech územní úrovně;Neinv.přev.mezi stat.mě.vč.hl.m.Prahy a jejich m.o;Hlavní město Praha;24878.00;24878.00;6197.80;
2025;00240150;HMP-MČ DOLNÍ POČERNICE;006330;4137;000098348;Převody vlastním fondům v rozpočtech územní úrovně;Neinv.přev.mezi stat.mě.vč.hl.m.Prahy a jejich m.o;Státní rozpočet;0.00;0.00;9.24;
2025;00240150;HMP-MČ DOLNÍ POČERNICE;006330;5347;000000000;Převody vlastním fondům v rozpočtech územní úrovně;Neinv.přev.mezi stat.mě.vč.hl.m.Prahy a jejich m.o;Hlavní město Praha;21519.20;21519.20;5363.80;
2025;00240184;HMP-MČ DUBEČ;006330;5347;000000000;Převody vlastním fondům v rozpočtech územní úrovně;Neinv.přev.mezi stat.mě.vč.hl.m.Prahy a jejich m.o;Hlavní město Praha;30587.50;30587.50;7624.80;
2025;00240184;HMP-MČ DUBEČ;006330;5347;000000115;Převody vlastním fondům v rozpočtech územní úrovně;Neinv.přev.mezi stat.mě.vč.hl.m.Prahy a jejich m.o;Hlavní město Praha;0.00;345.00;0.00;
2025;00240281;HMP-MČ KLÁNOVICE;006330;5347;000000000;Převody vlastním fondům v rozpočtech územní úrovně;Neinv.přev.mezi stat.mě.vč.hl.m.Prahy a jejich m.o;Hlavní město Praha;29031.20;29031.20;7238.10;
2025;00240338;HMP-MČ KOLODĚJE;006330;4251;000000008;Převody vlastním fondům v rozpočtech územní úrovně;Inv.přev.mezi stat.měst.vč.hl.m.Prahy a jejich m.o;Hlavní město Praha;1000.00;1000.00;0.00;
2025;00240338;HMP-MČ KOLODĚJE;006330;5347;000000000;Převody vlastním fondům v rozpočtech územní úrovně;Neinv.přev.mezi stat.mě.vč.hl.m.Prahy a jejich m.o;Hlavní město Praha;12071.90;12071.90;3009.40;
2025;00240346;HMP-MČ KOLOVRATY;006330;5347;000000000;Převody vlastním fondům v rozpočtech územní úrovně;Neinv.přev.mezi stat.mě.vč.hl.m.Prahy a jejich m.o;Hlavní město Praha;29391.80;29391.80;7327.30;
2025;00240346;HMP-MČ KOLOVRATY;006330;5347;000000115;Převody vlastním fondům v rozpočtech územní úrovně;Neinv.přev.mezi stat.mě.vč.hl.m.Prahy a jejich m.o;Hlavní město Praha;0.00;191.00;0.00;
2025;00240362;HMP-MČ KRÁLOVICE;006330;4137;000098348;Převody vlastním fondům v rozpočtech územní úrovně;Neinv.přev.mezi stat.mě.vč.hl.m.Prahy a jejich m.o;Státní rozpočet;0.00;0.00;8.13;
2025;00240362;HMP-MČ KRÁLOVICE;006330;5347;000000000;Převody vlastním fondům v rozpočtech územní úrovně;Neinv.přev.mezi stat.mě.vč.hl.m.Prahy a jejich m.o;Hlavní město Praha;2980.70;2980.70;743.20;
2025;00240389;HMP-MČ KŘESLICE;006330;4137;000098348;Převody vlastním fondům v rozpočtech územní úrovně;Neinv.přev.mezi stat.mě.vč.hl.m.Prahy a jejich m.o;Státní rozpočet;0.00;0.00;15.47;
